show_id,type,title,director,country,date_added,release_year,rating,duration,listed_in
s3569,Movie,Selfless,Ashwin Saravanan,India,21-08-2019,2019,TV-MA,98 min,"Horror Movies, International Movies, Thrillers"
s3583,Movie,Sextuplets,Tarsem Singh,United States,16-08-2019,2015,PG-13,117 min,"Sci-Fi & Fantasy, Thrillers"
s3584,Movie,The Little Switzerland,Michael Tiddes,United States,16-08-2019,2019,TV-14,100 min,Comedies
s3587,Movie,Hyperdrive,Kepa Sojo,Spain,16-08-2019,2019,TV-MA,86 min,"Comedies, International Movies"
s3572,TV Show,Colin Quinn: Red State Blue State,Not Given,United States,21-08-2019,2019,TV-PG,1 Season,Reality TV
s3600,Movie,Sacred Games,Robert Moresco,Not Given,09-08-2019,2019,TV-14,66 min,Stand-Up Comedy
s3590,TV Show,Til Death Do Us Part,"Vikramaditya Motwane, Anurag Kashyap",India,15-08-2019,2019,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, TV Dramas"
s3591,TV Show,Whindersson Nunes: Adult,"Cho Li, Chen Hung-yi, Weica Wang, Liu Bang-yao, Lin Guan-fu, Shen Chi, YC Tom Lee",Taiwan,15-08-2019,2019,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Thrillers"
s3592,Movie,Uyare,Diego Pignataro,Brazil,15-08-2019,2019,TV-MA,69 min,Stand-Up Comedy
s3594,Movie,90 ML,Manu Ashokan,India,14-08-2019,2019,TV-14,119 min,"Dramas, International Movies"
s3595,Movie,Calum von Moger: Unbroken,Anita Udeep,India,13-08-2019,2019,TV-MA,123 min,"Comedies, International Movies, Music & Musicals"
s3596,Movie,Hasta los dientes,Vlad Yudin,United States,13-08-2019,2019,TV-MA,93 min,"Documentaries, Sports Movies"
s3597,Movie,Jaoon Kahan Bata Ae Dil,Alberto Arnaut Estrada,Mexico,13-08-2019,2018,TV-MA,109 min,"Documentaries, International Movies"
s3603,Movie,Rocko's Modern Life: Static Cling,Aadish Keluskar,India,09-08-2019,2018,TV-MA,107 min,"Dramas, Independent Movies, International Movies"
s3604,Movie,The Family,"Joe Murray, Cosmo Segurson",United States,09-08-2019,2019,TV-Y7,46 min,"Children & Family Movies, Comedies, LGBTQ Movies"
s3606,TV Show,Léa & I,Jesse Moss,United States,09-08-2019,2019,TV-14,1 Season,Docuseries
s3629,Movie,Reply 1994,Camille Shooshani,Not Given,02-08-2019,2019,TV-MA,84 min,Documentaries
s3614,TV Show,Reply 1997,Shin Won-ho,South Korea,08-08-2019,2014,TV-MA,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows"
s3615,TV Show,Badla,Shin Won-ho,South Korea,08-08-2019,2012,TV-MA,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows"
s3617,Movie,Theo Von: No Offense,Sujoy Ghosh,India,07-08-2019,2019,TV-14,117 min,"International Movies, Thrillers"
s3618,Movie,Crazy Beautiful You,John Asher,United States,07-08-2019,2016,TV-MA,67 min,Stand-Up Comedy
s3619,Movie,I'm Brent Morin,Mae Czarina Cruz,Philippines,06-08-2019,2015,TV-14,114 min,"Comedies, Dramas, International Movies"
s3620,Movie,Jim Jefferies : BARE,Lance Bangs,United States,06-08-2019,2015,TV-MA,67 min,Stand-Up Comedy
s3621,Movie,Screwball,Shannon Hartman,United States,06-08-2019,2014,TV-MA,77 min,Stand-Up Comedy
s3622,Movie,Sebastian Maniscalco: Why Would You Do That,Billy Corben,United States,06-08-2019,2018,TV-MA,105 min,"Documentaries, Sports Movies"
s3623,Movie,Enter the Anime,Joe DeMaio,United States,06-08-2019,2016,TV-MA,63 min,Stand-Up Comedy
s3624,Movie,No One Will Ever Know,Alex Burunova,United States,05-08-2019,2019,TV-MA,59 min,"Documentaries, International Movies"
s3626,Movie,Misfit,Jesús Torres Torres,Mexico,05-08-2019,2017,TV-MA,102 min,"Dramas, International Movies"
s3627,Movie,Uriyadi 2,Erwin van den Eshof,Netherlands,03-08-2019,2017,TV-14,81 min,"Children & Family Movies, Comedies, International Movies"
s3631,Movie,Manu,Vijay Kumar,India,02-08-2019,2019,TV-14,116 min,"Dramas, International Movies"
s3632,Movie,Whitney Cummings: Can I Touch It?,Phanindra Narsetti,India,01-08-2019,2018,TV-14,177 min,"Dramas, Independent Movies, International Movies"
s3636,Movie,The Red Sea Diving Resort,Marcus Raboy,United States,30-07-2019,2019,TV-MA,59 min,Stand-Up Comedy
s3635,Movie,Boi,Gideon Raff,Canada,31-07-2019,2019,TV-MA,130 min,"Dramas, Thrillers"
s3638,Movie,Eerie,Jorge M. Fontana,Spain,26-07-2019,2018,TV-MA,111 min,"Dramas, Independent Movies, International Movies"
s3639,Movie,Girls With Balls,Mikhail Red,Philippines,26-07-2019,2019,TV-14,100 min,"Horror Movies, International Movies"
s3640,Movie,The Son,Olivier Afonso,France,26-07-2019,2019,TV-MA,77 min,"Comedies, Horror Movies, International Movies"
s3642,Movie,The Great Hack,Sebastián Schindel,Argentina,26-07-2019,2019,TV-MA,93 min,"Dramas, Independent Movies, International Movies"
s3644,Movie,D.L. Hughley: Contrarian,"Karim Amer, Jehane Noujaim",United States,24-07-2019,2019,TV-MA,114 min,Documentaries
s3646,Movie,Demetri Martin: The Overthinker,Jay Chapman,United States,21-07-2019,2018,TV-MA,58 min,Stand-Up Comedy
s3647,Movie,The Beast Stalker,"Jay Karas, Demetri Martin",United States,21-07-2019,2018,TV-MA,56 min,Stand-Up Comedy
s3648,Movie,The Midas Touch,Dante Lam,Hong Kong,21-07-2019,2008,TV-14,110 min,"Action & Adventure, Cult Movies, International Movies"
s3649,Movie,The Twins Effect II,Chi Keung Fung,Hong Kong,21-07-2019,2013,TV-14,98 min,"Comedies, International Movies"
s3650,Movie,Twins Mission,"Corey Yuen, Patrick Leung",Hong Kong,21-07-2019,2004,TV-14,106 min,"Action & Adventure, Comedies, International Movies"
s3651,Movie,Yoo Byung Jae: Too Much Information,To-hoi Kong,Hong Kong,21-07-2019,2007,TV-MA,102 min,"Action & Adventure, International Movies"
s4982,Movie,"¡Ay, mi madre!",Yoo Byung-jae,Not Given,16-03-2018,2018,TV-MA,63 min,Stand-Up Comedy
s3653,Movie,Comedians in Cars Getting Coffee,Frank Ariza,Spain,19-07-2019,2019,TV-MA,81 min,"Comedies, International Movies"
s3654,TV Show,Secret Obsession,Jerry Seinfeld,United States,19-07-2019,2019,TV-14,6 Seasons,"Stand-Up Comedy & Talk Shows, TV Comedies"
s3658,Movie,Mauli,Peter Sullivan,United States,18-07-2019,2019,TV-14,98 min,Thrillers
s3659,Movie,Bogda,Aditya Sarpotdar,India,17-07-2019,2018,TV-14,136 min,"Action & Adventure, Dramas, International Movies"
s3662,Movie,"Frankenstein’s Monster’s Monster, Frankenstein",Nisheeta Keni,India,16-07-2019,2018,TV-PG,161 min,"Dramas, International Movies"
s3663,Movie,4L,Daniel Gray Longino,United States,16-07-2019,2019,TV-14,32 min,Comedies
s3669,Movie,Cities of Last Things,Gerardo Olivares,Spain,12-07-2019,2019,TV-MA,105 min,"Comedies, Dramas, Independent Movies"
s3671,Movie,Kidnapping Stella,Wi Ding Ho,Taiwan,12-07-2019,2018,TV-MA,106 min,"Dramas, Independent Movies, International Movies"
s3673,Movie,Point Blank,Thomas Sieben,Germany,12-07-2019,2019,TV-MA,90 min,"Dramas, International Movies, Thrillers"
s3676,Movie,The Milk System,Joe Lynch,France,12-07-2019,2019,TV-MA,87 min,Action & Adventure
s3677,Movie,Parchís: the Documentary,Andreas Pichler,Germany,12-07-2019,2017,TV-14,91 min,"Documentaries, International Movies"
s3679,Movie,Aziz Ansari: RIGHT NOW,Daniel Arasanz,Spain,11-07-2019,2019,TV-14,106 min,"Documentaries, International Movies, Music & Musicals"
s3680,Movie,"River, el más grande siempre",Spike Jonze,United States,09-07-2019,2019,TV-MA,65 min,Stand-Up Comedy
s3682,Movie,Cristina,"Marcelo Altmark, Mariano Mucci, Luis A. Scalella",Argentina,05-07-2019,2019,TV-G,105 min,"Documentaries, International Movies, Sports Movies"
s3684,Movie,Katherine Ryan: Glitter Room,Michèle Ohayon,United States,04-07-2019,2016,TV-14,40 min,Documentaries
s3694,Movie,War Against Women,Linda Mendoza,United States,01-07-2019,2019,TV-MA,66 min,Stand-Up Comedy
s3698,Movie,Inhuman Kiss,Hernán Zin,United States,01-07-2019,2013,TV-MA,61 min,"Documentaries, International Movies"
s3699,Movie,Romeo Akbar Walter,Sittisiri Mongkolsiri,Thailand,30-06-2019,2019,TV-MA,122 min,"Horror Movies, International Movies, Romantic Movies"
s3700,Movie,Super Deluxe,Robbie Grewal,India,30-06-2019,2019,TV-14,141 min,"Dramas, International Movies, Thrillers"
s3702,Movie,El testigo,Thiagarajan Kumararaja,India,29-06-2019,2019,TV-MA,176 min,"Comedies, Dramas, International Movies"
s3704,Movie,La Leyenda del Diamante,Kate Horne,Colombia,28-06-2019,2018,TV-14,73 min,"Documentaries, International Movies"
s3707,Movie,ANIMA,Roberto Girault Facha,Mexico,28-06-2019,2017,TV-MA,87 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy"
s3710,Movie,Daniel Sosa: Maleducado,Paul Thomas Anderson,United Kingdom,27-06-2019,2019,TV-PG,15 min,"Dramas, Independent Movies, Music & Musicals"
s3712,Movie,Kahaani,"Alex Díaz, Marcos Bucay",Mexico,27-06-2019,2019,TV-MA,55 min,Stand-Up Comedy
s3714,Movie,Unbroken,Sujoy Ghosh,India,26-06-2019,2012,TV-14,122 min,"International Movies, Music & Musicals, Thrillers"
s3715,Movie,Mike Epps: Only One Mike,Svati Chakravarty Bhatkal,India,26-06-2019,2019,TV-14,109 min,"Documentaries, International Movies"
s3716,Movie,Triple Threat,Kevin Bray,United States,25-06-2019,2019,TV-MA,63 min,Stand-Up Comedy
s3718,Movie,Blood Will Tell,"Jesse V. Johnson, Jesse Johnson",Thailand,22-06-2019,2019,R,96 min,"Action & Adventure, International Movies"
s3719,Movie,Bolívar,"Miguel Cohan, Miguel Cohan",Argentina,21-06-2019,2019,TV-MA,113 min,"Dramas, Independent Movies, International Movies"
s3720,TV Show,EVANGELION: DEATH (TRUE)²,"Luis Alberto Restrepo, Andrés Beltrán, Jaime Rayo",Colombia,21-06-2019,2019,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows"
s3721,Movie,The End of Evangelion,Hideaki Anno,Japan,21-06-2019,1998,TV-MA,69 min,"Action & Adventure, Anime Features, International Movies"
s3729,Movie,Rakkhosh,"Hideaki Anno, Kazuya Tsurumaki",Japan,21-06-2019,1997,TV-MA,87 min,"Action & Adventure, Anime Features, International Movies"
s3730,Movie,The Wolf's Call,"Abhijit Kokate, Srivinay Salian",India,20-06-2019,2019,TV-MA,116 min,"Horror Movies, Independent Movies, International Movies"
s3731,Movie,Beats,Antonin Baudry,France,20-06-2019,2019,TV-14,116 min,"Dramas, International Movies, Thrillers"
s3732,Movie,The Edge of Democracy,Chris Robinson,United States,19-06-2019,2019,TV-MA,110 min,"Dramas, Independent Movies, Music & Musicals"
s3733,Movie,Adam Devine: Best Time of Our Lives,Petra Costa,Brazil,19-06-2019,2019,TV-14,122 min,"Documentaries, International Movies"
s3734,Movie,Cop Car,Jay Karas,United States,18-06-2019,2019,TV-MA,59 min,Stand-Up Comedy
s3735,Movie,Right Here Right Now,Jon Watts,United States,16-06-2019,2015,R,88 min,Thrillers
s3736,Movie,Life Overtakes Me,Jakob Lass,Germany,16-06-2019,2018,TV-MA,91 min,"Comedies, Dramas, Independent Movies"
s3739,Movie,Luckee,"John Haptas, Kristine Samuelson",Sweden,15-06-2019,2019,TV-PG,40 min,Documentaries
s3740,Movie,Pihu,Sanjay Jadhav,India,15-06-2019,2019,TV-14,113 min,"Comedies, International Movies, Romantic Movies"
s3741,Movie,The Alcàsser Murders,Vinod Kapri,India,15-06-2019,2018,TV-14,90 min,"Dramas, Independent Movies, International Movies"
s3744,TV Show,DJ Cinderella,Elías León,Spain,15-06-2019,2019,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows"
s3748,Movie,Jimmy Carr: The Best of Ultimate Gold Greatest Hits,Bruno Garotti,Brazil,14-06-2019,2019,TV-PG,95 min,"Children & Family Movies, Comedies"
s4026,Movie,Murder Mystery,Brian Klein,United Kingdom,12-03-2019,2019,TV-MA,58 min,Stand-Up Comedy
s3754,Movie,Oprah Presents When They See Us Now,Kyle Newacheck,United States,14-06-2019,2019,PG-13,98 min,Comedies
s3757,Movie,The 3rd Eye 2,Mark Ritchie,United States,13-06-2019,2019,TV-PG,61 min,Documentaries
s3758,Movie,Jo Koy: Comin' In Hot,Rocky Soraya,Indonesia,13-06-2019,2019,TV-MA,117 min,"Horror Movies, International Movies"
s3759,Movie,Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,Shannon Hartman,United States,12-06-2019,2019,TV-MA,60 min,Stand-Up Comedy
s3760,Movie,Belmonte,Martin Scorsese,United States,12-06-2019,2019,TV-MA,142 min,"Documentaries, Music & Musicals"
s3762,Movie,Elisa & Marcela,Federico Veiroj,Uruguay,07-06-2019,2018,TV-MA,74 min,"Dramas, Independent Movies, International Movies"
s3764,Movie,I Am Mother,Isabel Coixet,Spain,07-06-2019,2019,TV-MA,119 min,"Dramas, International Movies, LGBTQ Movies"
s3765,Movie,Luka Chuppi,Grant Sputore,Australia,07-06-2019,2019,TV-PG,114 min,"International Movies, Sci-Fi & Fantasy, Thrillers"
s3766,Movie,Pachamama,Laxman Utekar,India,07-06-2019,2019,TV-PG,125 min,"Comedies, International Movies, Romantic Movies"
s3767,Movie,Rock My Heart,Juan Antin,France,07-06-2019,2019,PG,71 min,Children & Family Movies
s3768,Movie,Stree,Hanno Olderdissen,Germany,07-06-2019,2019,TV-PG,110 min,"Children & Family Movies, Dramas, International Movies"
s3769,Movie,The Black Godfather,Amar Kaushik,India,07-06-2019,2018,TV-MA,127 min,"Comedies, Horror Movies, Independent Movies"
s3772,Movie,Alles ist gut,Reginald Hudlin,United States,07-06-2019,2019,TV-MA,118 min,"Documentaries, Music & Musicals"
s3773,Movie,A Silent Voice,Eva Trobisch,Germany,06-06-2019,2019,TV-MA,90 min,"Dramas, International Movies"
s3774,Movie,Cosmos Laundromat: First Cycle,Naoko Yamada,Japan,05-06-2019,2016,TV-14,130 min,"Anime Features, International Movies"
s3776,Movie,Miranda Sings Live…Your Welcome,Mathieu Auvray,Netherlands,04-06-2019,2015,TV-MA,12 min,"Dramas, International Movies, Sci-Fi & Fantasy"
s3777,Movie,Silent,Marcus Raboy,United States,04-06-2019,2019,TV-14,62 min,Stand-Up Comedy
s3778,Movie,Krutant,"Limbert Fabian, Brandon Oldenburg",United States,04-06-2019,2014,TV-Y,3 min,"Children & Family Movies, Sci-Fi & Fantasy"
s3782,Movie,III Smoking Barrels,Datta Mohan Bhandare,India,02-06-2019,2019,TV-14,114 min,"Dramas, International Movies"
s3784,Movie,"Oh, Ramona!",Sanjib Dey,India,01-06-2019,2017,TV-MA,128 min,"Dramas, Independent Movies, International Movies"
s3786,Movie,We Are Legends,Cristina Jacob,Romania,01-06-2019,2019,TV-MA,109 min,"Comedies, International Movies"
s3787,Movie,The Lonely Island Presents: The Unauthorized Bash Brothers Experience,Daniel Yee Heng Chan,Hong Kong,01-06-2019,2019,TV-14,109 min,"Action & Adventure, International Movies, Sports Movies"
s3803,Movie,Chopsticks,"Mike Diva, Akiva Schaffer",Not Given,23-05-2019,2019,TV-MA,30 min,"Comedies, Music & Musicals, Sports Movies"
s3789,Movie,Mere Pyare Prime Minister,Sachin Yardi,India,31-05-2019,2019,TV-MA,101 min,"Comedies, Dramas, Independent Movies"
s3791,Movie,Pegasus,Rakeysh Omprakash Mehra,India,31-05-2019,2019,TV-MA,103 min,"Dramas, International Movies"
s3792,Movie,Svaha: The Sixth Finger,Han Han,China,31-05-2019,2019,TV-MA,98 min,"Comedies, Dramas, International Movies"
s3794,Movie,After Maria,Jang Jae-hyun,South Korea,30-05-2019,2019,TV-MA,123 min,"International Movies, Thrillers"
s3796,Movie,Joy,Nadia Hallgren,United States,24-05-2019,2019,TV-PG,38 min,Documentaries
s3798,Movie,Rim of the World,Sudabeh Mortezai,Austria,24-05-2019,2019,TV-MA,101 min,"Dramas, Independent Movies, International Movies"
s3799,Movie,The Perfection,McG,United States,24-05-2019,2019,TV-14,99 min,"Action & Adventure, Independent Movies, Sci-Fi & Fantasy"
s3801,Movie,A Tale of Two Kitchens,Richard Shepard,United States,24-05-2019,2019,TV-MA,91 min,"Horror Movies, LGBTQ Movies, Music & Musicals"
s3804,Movie,The Man Who Feels No Pain,Trisha Ziff,United States,22-05-2019,2019,TV-PG,30 min,"Documentaries, International Movies"
s3805,Movie,Wanda Sykes: Not Normal,Vasan Bala,India,22-05-2019,2018,TV-14,137 min,"Action & Adventure, Comedies, International Movies"
s3806,Movie,ReMastered: The Lion's Share,Linda Mendoza,United States,21-05-2019,2019,TV-MA,66 min,Stand-Up Comedy
s3815,Movie,1994,Sam Cullman,Not Given,17-05-2019,2019,TV-14,84 min,"Documentaries, Music & Musicals"
s3809,TV Show,Born in Gaza,Diego Enrique Osorno,Mexico,17-05-2019,2019,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows"
s3810,Movie,Born in Syria,Hernán Zin,Spain,17-05-2019,2014,TV-14,70 min,"Documentaries, International Movies"
s3811,Movie,Dying to Tell,Hernán Zin,Denmark,17-05-2019,2016,TV-14,87 min,"Documentaries, International Movies"
s3812,Movie,Maria,Hernán Zin,Spain,17-05-2019,2018,TV-MA,88 min,"Documentaries, International Movies"
s3814,Movie,Saverio Raimondo: Il Satiro Parlante,Pedring A. Lopez,Philippines,17-05-2019,2019,TV-MA,90 min,"Action & Adventure, International Movies"
s3816,Movie,See You Yesterday,Francesco Imperato,Italy,17-05-2019,2019,TV-MA,53 min,Stand-Up Comedy
s3817,Movie,Good Sam,Stefon Bristol,United States,17-05-2019,2019,TV-MA,87 min,"Dramas, Sci-Fi & Fantasy, Thrillers"
s3819,Movie,Jonaki,Kate Melville,United States,16-05-2019,2019,TV-PG,90 min,"Children & Family Movies, Dramas"
s3820,Movie,PATRICK (2019),Aditya Vikram Sengupta,India,16-05-2019,2018,TV-MA,96 min,"Dramas, Independent Movies, International Movies"
s3821,Movie,Hamid,Mandie Fletcher,United Kingdom,16-05-2019,2019,TV-PG,94 min,"Children & Family Movies, Comedies"
s3823,Movie,Backdraft 2,Aijaz Khan,India,15-05-2019,2018,TV-MA,108 min,"Dramas, Independent Movies, International Movies"
s3826,Movie,Weed the People,Gonzalo López-Gallego,United States,14-05-2019,2019,R,102 min,"Action & Adventure, Dramas"
s3829,Movie,Malibu Rescue,Abby Epstein,United States,14-05-2019,2018,TV-MA,94 min,Documentaries
s3830,Movie,Merata: How Mum Decolonised the Screen,Savage Steve Holland,United States,13-05-2019,2019,TV-G,70 min,"Children & Family Movies, Comedies"
s3831,Movie,Dry Martina,Hepi Mita,New Zealand,12-05-2019,2018,TV-14,88 min,Documentaries
s3833,Movie,Shéhérazade,Che Sandoval,Chile,11-05-2019,2018,TV-MA,100 min,"Dramas, Independent Movies, International Movies"
s3834,Movie,The Great Magician,Jean-Bernard Marlin,France,11-05-2019,2019,TV-MA,111 min,"Dramas, Independent Movies, International Movies"
s3835,Movie,In Family I Trust,Yee Tung-Shing,Hong Kong,11-05-2019,2011,TV-14,128 min,"Action & Adventure, Comedies, Dramas"
s3837,Movie,Wine Country,Patricia Font,Spain,10-05-2019,2018,TV-MA,98 min,"Comedies, Dramas, International Movies"
s3842,Movie,Gatao 2: Rise of the King,Amy Poehler,United States,10-05-2019,2019,R,104 min,Comedies
s3843,Movie,Last Breath,Yen Cheng-kuo,Taiwan,09-05-2019,2018,TV-MA,126 min,"Action & Adventure, Dramas, International Movies"
s3858,Movie,The Wandering Earth,"Alex Parkinson, Richard da Costa",United Kingdom,06-05-2019,2019,TV-MA,86 min,"Documentaries, International Movies"
s3859,Movie,All In My Family,Frant Gwo,China,06-05-2019,2019,TV-MA,125 min,"International Movies, Sci-Fi & Fantasy"
s3860,Movie,Crime Diaries: Night Out,Hao Wu,United States,03-05-2019,2019,TV-14,40 min,"Documentaries, LGBTQ Movies"
s3861,TV Show,Despite Everything,Felipe Cano,Mexico,03-05-2019,2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
s3863,Movie,"Extremely Wicked, Shockingly Evil and Vile",Gabriela Tagliavini,Spain,03-05-2019,2019,TV-MA,79 min,"Comedies, International Movies, Romantic Movies"
s3864,Movie,Jo Pil-ho: The Dawning Rage,Joe Berlinger,United States,03-05-2019,2019,R,110 min,"Dramas, Independent Movies"
s3866,Movie,The Last Summer,Lee Jeong-beom,South Korea,03-05-2019,2018,TV-MA,128 min,"Dramas, International Movies, Thrillers"
s3867,Movie,Laatu,William Bindley,United States,03-05-2019,2019,TV-14,110 min,"Comedies, Romantic Movies"
s3869,Movie,Olympus Has Fallen,Manav Shah,India,02-05-2019,2018,TV-PG,116 min,"Comedies, Dramas, International Movies"
s3870,Movie,John & Yoko: Above Us Only Sky,Antoine Fuqua,United States,02-05-2019,2013,R,119 min,Action & Adventure
